                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.60544,                0.42489,                0.97784,                0.94373,                0.85942,                0.93627,                0.78919,                0.71316,                0.45637,                0.98444,              0.0048945,              0.0048945,              0.0048945
                    155,                0.59118,                0.41672,                0.96479,                0.90235,                0.89811,                0.93106,                0.78564,                0.71727,                0.46972,                0.99216,              0.0048427,              0.0048427,              0.0048427
                    156,                0.58635,                0.41965,                0.96103,                 0.9159,                0.89161,                0.93225,                0.78976,                0.73164,                0.47182,                 1.0021,              0.0047909,              0.0047909,              0.0047909
                    157,                0.58832,                0.41628,                 0.9618,                 0.8883,                0.90704,                0.93385,                0.79399,                0.74748,                0.45496,                 1.0204,              0.0047392,              0.0047392,              0.0047392
                    158,                0.59756,                0.42023,                0.97298,                0.93187,                0.88401,                0.92929,                0.78744,                0.75421,                 0.4462,                 1.0279,              0.0046875,              0.0046875,              0.0046875
                    159,                0.58117,                0.41095,                 0.9634,                0.90093,                0.89705,                0.93267,                0.79257,                0.72551,                0.44609,                 1.0057,              0.0046358,              0.0046358,              0.0046358
                    160,                0.59443,                0.41851,                0.96925,                0.92484,                0.88154,                0.93522,                0.78713,                0.74639,                0.46781,                 1.0109,              0.0045842,              0.0045842,              0.0045842
                    161,                0.57945,                 0.4176,                0.96016,                0.92935,                0.88456,                0.93348,                0.79683,                0.70546,                0.44067,                0.98808,              0.0045326,              0.0045326,              0.0045326
                    162,                0.58903,                0.41559,                0.97035,                0.93273,                0.88494,                0.93806,                0.79734,                 0.7005,                 0.4348,                0.97845,              0.0044811,              0.0044811,              0.0044811
                    163,                 0.5873,                0.40577,                0.96395,                 0.9459,                0.88647,                0.94005,                 0.7957,                0.71185,                0.44278,                0.98217,              0.0044296,              0.0044296,              0.0044296
                    164,                0.58439,                 0.4153,                 0.9602,                0.92564,                0.89683,                0.93962,                0.79657,                0.73135,                0.44443,                 1.0029,              0.0043782,              0.0043782,              0.0043782
                    165,                 0.5813,                 0.4128,                0.96832,                0.92417,                0.90241,                0.93827,                0.79483,                0.71551,                0.43838,                 1.0016,              0.0043269,              0.0043269,              0.0043269
                    166,                0.57204,                0.40236,                 0.9625,                0.91875,                0.89752,                0.93815,                0.80231,                0.70677,                0.45441,                0.99376,              0.0042756,              0.0042756,              0.0042756
                    167,                0.57519,                0.40157,                0.96043,                0.92521,                0.90061,                0.93696,                0.79522,                0.72617,                0.45746,                0.99262,              0.0042245,              0.0042245,              0.0042245
                    168,                0.56829,                0.39566,                0.95452,                0.92453,                 0.8986,                0.93614,                0.79183,                0.71104,                0.46024,                0.98702,              0.0041734,              0.0041734,              0.0041734
                    169,                0.57624,                0.40339,                0.96269,                0.91847,                0.89504,                0.93258,                0.79644,                0.71088,                0.46267,                0.99231,              0.0041225,              0.0041225,              0.0041225
                    170,                0.57521,                0.39904,                0.96182,                0.94195,                0.89296,                0.93974,                0.78991,                0.71634,                0.44355,                 1.0034,              0.0040716,              0.0040716,              0.0040716
                    171,                0.56588,                0.38922,                 0.9537,                0.95449,                0.87437,                0.93584,                0.78484,                0.74003,                0.43734,                 1.0141,              0.0040208,              0.0040208,              0.0040208
                    172,                0.57115,                 0.4004,                0.96356,                0.94421,                0.88288,                0.94012,                0.79141,                 0.7525,                 0.4397,                 1.0248,              0.0039702,              0.0039702,              0.0039702
                    173,                0.55577,                0.38884,                0.95458,                 0.9523,                0.88879,                0.94018,                0.79294,                 0.7304,                0.42262,                 1.0112,              0.0039197,              0.0039197,              0.0039197
                    174,                0.56361,                0.40046,                0.96136,                0.94201,                0.89154,                0.93998,                0.79436,                 0.7231,                0.42065,                 1.0015,              0.0038693,              0.0038693,              0.0038693
                    175,                0.56108,                0.38668,                0.95799,                0.93353,                0.90389,                0.93525,                0.79364,                0.73396,                0.44052,                 1.0158,               0.003819,               0.003819,               0.003819
                    176,                0.56561,                0.39393,                0.96462,                0.92728,                 0.8899,                0.93613,                0.79294,                0.73355,                0.44742,                 1.0185,              0.0037688,              0.0037688,              0.0037688
                    177,                0.55303,                0.38401,                0.95099,                0.95433,                0.87896,                 0.9378,                0.79456,                0.74536,                0.44389,                 1.0284,              0.0037188,              0.0037188,              0.0037188
                    178,                0.56028,                0.38863,                0.95457,                0.94577,                 0.8766,                0.94135,                0.79835,                 0.7134,                0.46215,                 1.0069,               0.003669,               0.003669,               0.003669
                    179,                0.55628,                0.38355,                0.95445,                0.94308,                0.86744,                0.93446,                0.80011,                0.71729,                0.43801,                 1.0115,              0.0036193,              0.0036193,              0.0036193
                    180,                0.56151,                0.39564,                0.96174,                0.94724,                0.89563,                0.93944,                0.80385,                0.73621,                0.42844,                  1.028,              0.0035697,              0.0035697,              0.0035697
                    181,                0.55039,                 0.3766,                0.95356,                0.92851,                 0.9046,                0.93893,                0.79799,                0.72504,                0.44406,                  1.002,              0.0035204,              0.0035204,              0.0035204
                    182,                0.54864,                0.37953,                0.95292,                 0.9427,                0.88783,                0.93515,                0.80137,                0.69742,                0.43208,                0.99173,              0.0034712,              0.0034712,              0.0034712
                    183,                0.54051,                0.37917,                0.95494,                0.93077,                0.88487,                0.93647,                0.79939,                0.72112,                0.43375,                 1.0097,              0.0034221,              0.0034221,              0.0034221
                    184,                0.55068,                0.38385,                0.95217,                0.93556,                0.89641,                0.93673,                0.80007,                0.71702,                0.44233,                 1.0127,              0.0033732,              0.0033732,              0.0033732
                    185,                0.54094,                0.37362,                0.94862,                0.91182,                0.89891,                0.93681,                0.79926,                0.72236,                0.45214,                 1.0222,              0.0033246,              0.0033246,              0.0033246
                    186,                0.53567,                0.36625,                0.94656,                0.94556,                0.87303,                 0.9423,                 0.8041,                0.73507,                0.43593,                 1.0311,              0.0032761,              0.0032761,              0.0032761
                    187,                0.53546,                0.37076,                0.95085,                0.96122,                0.86563,                0.93755,                0.80237,                0.73326,                0.42801,                 1.0283,              0.0032278,              0.0032278,              0.0032278
                    188,                0.54161,                0.37758,                0.95448,                0.96549,                0.86763,                0.93911,                0.80089,                0.73046,                 0.4321,                 1.0322,              0.0031797,              0.0031797,              0.0031797
                    189,                0.53996,                0.37432,                0.94493,                0.95599,                0.87301,                0.94228,                0.80752,                0.71407,                0.43751,                 1.0051,              0.0031318,              0.0031318,              0.0031318
                    190,                0.53833,                0.37412,                0.94847,                0.92794,                0.89699,                0.93877,                  0.803,                0.70829,                0.43341,                 1.0005,              0.0030841,              0.0030841,              0.0030841
                    191,                 0.5311,                0.36431,                0.94281,                0.93769,                0.88565,                0.93646,                0.80345,                0.72197,                0.43765,                 1.0127,              0.0030367,              0.0030367,              0.0030367
                    192,                0.52874,                0.36092,                0.94278,                0.91498,                0.90976,                0.93843,                0.79991,                0.71444,                0.42669,                 1.0105,              0.0029894,              0.0029894,              0.0029894
                    193,                0.53098,                0.36392,                0.94111,                0.94158,                0.87627,                0.93615,                0.79061,                0.73477,                 0.4345,                 1.0259,              0.0029424,              0.0029424,              0.0029424
                    194,                0.52514,                0.36152,                 0.9363,                0.92522,                0.89682,                  0.934,                0.79747,                0.72401,                0.43638,                 1.0151,              0.0028956,              0.0028956,              0.0028956
                    195,                0.52306,                0.35698,                0.93926,                0.92867,                 0.8835,                0.93297,                0.80284,                0.72619,                0.43123,                 1.0162,              0.0028491,              0.0028491,              0.0028491
                    196,                 0.5317,                 0.3663,                0.94837,                0.91344,                 0.9083,                0.93485,                0.81067,                0.70748,                0.43821,                0.99129,              0.0028027,              0.0028027,              0.0028027
                    197,                0.53289,                0.36312,                0.94573,                0.93361,                0.89469,                 0.9412,                 0.8101,                0.69577,                0.43774,                 0.9898,              0.0027567,              0.0027567,              0.0027567
                    198,                0.51959,                0.36088,                0.94284,                0.91504,                0.90036,                0.93645,                0.80804,                0.68244,                0.42972,                0.98134,              0.0027109,              0.0027109,              0.0027109
                    199,                 0.5218,                 0.3546,                0.93765,                0.91965,                0.90302,                0.93872,                0.80439,                0.69617,                0.42828,                0.99241,              0.0026653,              0.0026653,              0.0026653
                    200,                0.52219,                0.36004,                0.94094,                 0.9256,                0.89055,                0.93849,                0.79883,                0.69704,                0.42946,                0.98638,                0.00262,                0.00262,                0.00262
                    201,                0.51751,                0.35464,                 0.9397,                0.92996,                0.87658,                0.93369,                0.79546,                 0.7196,                0.44707,                 1.0098,               0.002575,               0.002575,               0.002575
                    202,                0.49935,                0.34208,                 0.9355,                 0.9253,                0.88417,                 0.9343,                0.79429,                0.73718,                0.45114,                 1.0244,              0.0025302,              0.0025302,              0.0025302
                    203,                0.51842,                0.35715,                0.94374,                0.94199,                0.87974,                0.93345,                0.79645,                0.74487,                0.44977,                 1.0312,              0.0024858,              0.0024858,              0.0024858
                    204,                0.50765,                0.34963,                0.93569,                0.92533,                0.88764,                0.93211,                0.79942,                0.73436,                0.43872,                 1.0281,              0.0024416,              0.0024416,              0.0024416
                    205,                0.51168,                0.34934,                0.93686,                0.93122,                0.88662,                0.93426,                0.79504,                0.72909,                0.42299,                 1.0261,              0.0023977,              0.0023977,              0.0023977
                    206,                0.50171,                0.34714,                0.93532,                0.94566,                0.88231,                 0.9344,                0.80175,                0.70962,                0.42472,                 1.0089,               0.002354,               0.002354,               0.002354
                    207,                0.49925,                0.35144,                0.93452,                0.95523,                0.87221,                0.93304,                0.80006,                0.71872,                0.42263,                 1.0206,              0.0023107,              0.0023107,              0.0023107
                    208,                0.50064,                0.34285,                 0.9329,                0.95578,                0.87537,                0.93668,                0.80244,                 0.7067,                0.43777,                 1.0157,              0.0022677,              0.0022677,              0.0022677
                    209,                0.50786,                0.34544,                0.93927,                0.93599,                0.88721,                0.93965,                0.81036,                0.68665,                0.42966,                0.99933,               0.002225,               0.002225,               0.002225
                    210,                0.50969,                0.34628,                 0.9373,                0.91781,                0.90129,                  0.939,                0.81193,                0.69234,                0.42846,                0.99736,              0.0021826,              0.0021826,              0.0021826
                    211,                0.50302,                 0.3474,                0.93582,                0.92929,                0.88584,                0.93783,                0.80005,                0.70894,                0.42928,                 1.0089,              0.0021405,              0.0021405,              0.0021405
                    212,                0.50385,                0.34328,                 0.9341,                0.95887,                0.88735,                0.94077,                0.80865,                0.70308,                0.42447,                 1.0097,              0.0020987,              0.0020987,              0.0020987
                    213,                0.48946,                0.33671,                0.93208,                 0.9505,                0.88506,                0.93766,                0.80549,                0.69144,                0.42165,                 1.0025,              0.0020572,              0.0020572,              0.0020572
                    214,                0.49043,                0.33669,                0.93231,                0.94919,                0.88162,                0.93859,                0.80519,                0.70369,                0.43864,                  1.011,              0.0020161,              0.0020161,              0.0020161
                    215,                0.50341,                0.34326,                0.93394,                0.94519,                0.88409,                0.94018,                0.80677,                0.71535,                0.45132,                 1.0165,              0.0019753,              0.0019753,              0.0019753
                    216,                0.49302,                0.34047,                0.93223,                0.92905,                0.88903,                0.94071,                0.80683,                0.71021,                  0.442,                 1.0116,              0.0019349,              0.0019349,              0.0019349
                    217,                0.48907,                 0.3332,                0.93162,                 0.9479,                0.87275,                0.93871,                0.80427,                0.71685,                0.45769,                  1.018,              0.0018948,              0.0018948,              0.0018948
                    218,                0.49775,                0.33819,                0.93583,                0.93681,                0.89798,                0.93954,                0.80588,                 0.7182,                0.44819,                 1.0202,               0.001855,               0.001855,               0.001855
                    219,                0.49387,                0.33684,                  0.933,                0.93904,                0.90715,                0.93678,                0.80607,                0.71999,                0.44041,                 1.0211,              0.0018156,              0.0018156,              0.0018156
                    220,                0.49437,                0.33082,                0.93104,                0.93346,                0.89988,                0.93428,                0.80419,                 0.7195,                0.44683,                 1.0202,              0.0017765,              0.0017765,              0.0017765
                    221,                0.47893,                0.32824,                0.92822,                0.94032,                 0.8965,                0.93394,                0.80041,                0.72056,                0.44258,                 1.0246,              0.0017378,              0.0017378,              0.0017378
                    222,                0.48964,                0.33428,                0.93507,                0.93874,                0.89059,                0.93538,                0.80064,                0.71699,                0.44508,                 1.0204,              0.0016995,              0.0016995,              0.0016995
                    223,                0.47736,                0.32271,                0.92373,                0.93525,                0.89587,                0.93876,                0.80172,                0.71941,                 0.4518,                 1.0161,              0.0016615,              0.0016615,              0.0016615
                    224,                0.47443,                0.32893,                0.92597,                0.92939,                  0.905,                0.93822,                0.80278,                0.72344,                 0.4329,                 1.0218,              0.0016239,              0.0016239,              0.0016239
                    225,                0.46729,                0.32723,                0.92346,                 0.9233,                0.89909,                0.93544,                0.80201,                0.72599,                0.44425,                  1.022,              0.0015867,              0.0015867,              0.0015867
                    226,                 0.4819,                0.33015,                0.92774,                0.92064,                0.90284,                0.93537,                0.79866,                0.71905,                0.43816,                 1.0131,              0.0015498,              0.0015498,              0.0015498
                    227,                0.47434,                0.31772,                0.92991,                0.92873,                0.89059,                0.93533,                0.80008,                0.71583,                0.43134,                 1.0101,              0.0015134,              0.0015134,              0.0015134
                    228,                0.47106,                0.32292,                0.92625,                0.92643,                 0.8988,                0.93966,                 0.8015,                0.72691,                0.43466,                 1.0222,              0.0014773,              0.0014773,              0.0014773
                    229,                0.46722,                0.32177,                0.92529,                 0.9504,                0.87975,                0.93926,                0.80107,                0.73367,                0.43737,                 1.0338,              0.0014416,              0.0014416,              0.0014416
                    230,                0.46822,                0.31603,                0.92149,                 0.9228,                0.90912,                0.93805,                0.80178,                0.74412,                0.43604,                 1.0463,              0.0014063,              0.0014063,              0.0014063
                    231,                0.47163,                0.31843,                0.93066,                0.93746,                0.88493,                0.93547,                0.80071,                0.72844,                0.44197,                 1.0374,              0.0013714,              0.0013714,              0.0013714
                    232,                0.47887,                0.33064,                0.92999,                0.92121,                0.90351,                0.93573,                0.80146,                0.71996,                0.44168,                 1.0294,               0.001337,               0.001337,               0.001337
                    233,                0.46584,                0.31893,                0.92705,                0.93925,                0.89638,                0.93952,                0.80419,                 0.7163,                0.43932,                 1.0201,              0.0013029,              0.0013029,              0.0013029
                    234,                0.47284,                0.32313,                0.93063,                0.93492,                0.89434,                0.93846,                0.80386,                0.71218,                 0.4499,                 1.0157,              0.0012692,              0.0012692,              0.0012692
                    235,                0.46425,                0.31711,                0.92949,                0.94401,                0.88907,                0.94242,                0.80315,                0.71848,                0.44481,                 1.0227,               0.001236,               0.001236,               0.001236
                    236,                0.46604,                0.31734,                0.92681,                0.93948,                0.89971,                0.94124,                 0.8036,                0.71767,                0.43717,                  1.022,              0.0012031,              0.0012031,              0.0012031
                    237,                0.46556,                0.32001,                0.92468,                0.95318,                0.88966,                0.93869,                0.80174,                0.71676,                0.43077,                 1.0251,              0.0011707,              0.0011707,              0.0011707
                    238,                0.46148,                0.31102,                0.93535,                0.94766,                0.89358,                0.93748,                0.80324,                0.70912,                0.43582,                 1.0204,              0.0011387,              0.0011387,              0.0011387
                    239,                0.45038,                0.30709,                0.91724,                0.94544,                0.90286,                0.94179,                0.80224,                0.71904,                0.43266,                 1.0315,              0.0011072,              0.0011072,              0.0011072
                    240,                0.45793,                0.31331,                0.92233,                0.94977,                0.89475,                0.94159,                  0.805,                0.72029,                0.43149,                 1.0315,              0.0010761,              0.0010761,              0.0010761
                    241,                0.45738,                0.30736,                0.92033,                0.94504,                0.89776,                0.94098,                0.80277,                0.71993,                 0.4278,                 1.0268,              0.0010454,              0.0010454,              0.0010454
                    242,                0.46396,                0.31312,                0.92462,                0.93904,                0.89372,                0.93761,                0.80692,                 0.7118,                0.42167,                 1.0186,              0.0010151,              0.0010151,              0.0010151
                    243,                0.45498,                0.30842,                0.91739,                  0.936,                0.89705,                0.93782,                0.80822,                0.70807,                0.41821,                 1.0165,             0.00098531,             0.00098531,             0.00098531
                    244,                0.45063,                0.30829,                0.92099,                0.94212,                0.89712,                0.94081,                0.80898,                0.70737,                0.42136,                 1.0173,             0.00095595,             0.00095595,             0.00095595
                    245,                0.46078,                0.31487,                0.92587,                0.93354,                0.89822,                0.94053,                0.80981,                0.70303,                0.41873,                 1.0108,             0.00092704,             0.00092704,             0.00092704
                    246,                0.44528,                0.30463,                0.91695,                0.93542,                0.90145,                0.94075,                0.80912,                0.70753,                0.41651,                 1.0154,             0.00089858,             0.00089858,             0.00089858
                    247,                0.45411,                0.31138,                0.92059,                0.95984,                0.87628,                0.94148,                0.80803,                0.71488,                0.41598,                 1.0244,             0.00087058,             0.00087058,             0.00087058
                    248,                0.45821,                  0.311,                 0.9253,                0.93091,                 0.8938,                0.94105,                 0.8065,                0.71791,                0.41745,                 1.0262,             0.00084303,             0.00084303,             0.00084303
                    249,                0.44319,                0.30071,                0.91284,                0.93797,                0.88675,                0.94076,                0.80697,                0.71706,                0.42346,                 1.0263,             0.00081595,             0.00081595,             0.00081595
                    250,                0.45023,                0.30122,                0.91782,                0.94584,                0.88199,                0.94059,                0.80729,                0.71607,                0.42461,                 1.0277,             0.00078933,             0.00078933,             0.00078933
                    251,                0.44307,                0.29597,                0.91277,                0.94843,                0.88605,                0.94129,                0.80901,                0.71536,                0.41929,                 1.0244,             0.00076317,             0.00076317,             0.00076317
                    252,                0.44792,                0.30646,                0.91722,                0.94877,                0.88536,                0.94173,                 0.8096,                0.71301,                 0.4211,                 1.0192,             0.00073749,             0.00073749,             0.00073749
                    253,                 0.4452,                0.30734,                0.91419,                0.94062,                0.89566,                0.94147,                0.80813,                0.71403,                0.42461,                 1.0156,             0.00071228,             0.00071228,             0.00071228
                    254,                0.44789,                0.30485,                0.92247,                0.93268,                0.89773,                0.94018,                 0.8055,                0.71576,                0.42728,                 1.0162,             0.00068755,             0.00068755,             0.00068755
                    255,                0.44576,                0.30359,                 0.9217,                 0.9545,                0.88281,                0.93896,                0.80313,                0.71607,                0.42721,                 1.0169,             0.00066329,             0.00066329,             0.00066329
                    256,                0.44041,                0.29743,                0.91622,                0.95151,                0.88092,                0.93898,                0.80293,                0.72135,                0.42551,                 1.0205,             0.00063952,             0.00063952,             0.00063952
                    257,                0.44292,                0.29922,                0.91876,                0.93633,                0.89349,                0.93936,                0.80289,                0.72163,                0.43005,                 1.0219,             0.00061623,             0.00061623,             0.00061623
                    258,                0.44098,                0.29912,                0.91857,                0.94192,                0.88929,                0.93949,                  0.803,                0.71833,                0.42408,                 1.0225,             0.00059342,             0.00059342,             0.00059342
                    259,                0.43819,                0.29884,                0.91608,                0.94097,                0.88711,                0.93817,                0.80324,                0.71888,                0.42278,                  1.025,             0.00057111,             0.00057111,             0.00057111
                    260,                0.43718,                0.29641,                0.91523,                0.94554,                 0.8862,                 0.9381,                 0.8035,                0.72308,                0.42045,                 1.0292,             0.00054928,             0.00054928,             0.00054928
                    261,                0.44907,                0.30511,                0.91983,                0.94837,                0.88739,                0.93952,                0.80444,                0.72605,                0.41713,                  1.031,             0.00052795,             0.00052795,             0.00052795
                    262,                 0.4318,                0.29481,                 0.9112,                0.94565,                0.88794,                0.93836,                 0.8032,                 0.7261,                0.41772,                 1.0325,             0.00050711,             0.00050711,             0.00050711
                    263,                 0.4468,                0.30618,                  0.924,                0.94447,                 0.8924,                0.94117,                0.80535,                0.72331,                0.41478,                 1.0306,             0.00048678,             0.00048678,             0.00048678
                    264,                 0.4363,                0.29558,                 0.9166,                0.94151,                0.89064,                0.94007,                0.80669,                0.72277,                0.41096,                 1.0305,             0.00046694,             0.00046694,             0.00046694
                    265,                0.43316,                0.29934,                0.91414,                0.93921,                0.89509,                0.94013,                0.80738,                0.72141,                0.41245,                 1.0302,             0.00044761,             0.00044761,             0.00044761
                    266,                0.42631,                0.28827,                0.91059,                0.94313,                0.88998,                0.94073,                0.80778,                0.72379,                  0.411,                 1.0336,             0.00042878,             0.00042878,             0.00042878
                    267,                0.44089,                0.29402,                0.92003,                0.94637,                 0.8875,                0.94106,                0.80669,                0.72082,                0.41448,                 1.0317,             0.00041045,             0.00041045,             0.00041045
                    268,                0.43349,                0.29049,                0.91618,                0.96853,                0.87351,                0.94082,                 0.8068,                0.72051,                0.41779,                 1.0326,             0.00039264,             0.00039264,             0.00039264
                    269,                0.43992,                0.30031,                0.92118,                0.94259,                0.89205,                0.94032,                0.80583,                0.71954,                0.41932,                 1.0316,             0.00037534,             0.00037534,             0.00037534
                    270,                0.42906,                0.29575,                0.91102,                0.94093,                0.89296,                0.93988,                0.80542,                0.72026,                0.42063,                 1.0328,             0.00035855,             0.00035855,             0.00035855
                    271,                0.42745,                0.29104,                0.90742,                0.94285,                0.89465,                0.93921,                 0.8074,                  0.723,                0.42155,                 1.0362,             0.00034227,             0.00034227,             0.00034227
                    272,                0.42872,                 0.2913,                0.91192,                0.94142,                0.89477,                0.94017,                0.80888,                0.72496,                0.42233,                 1.0385,             0.00032651,             0.00032651,             0.00032651
                    273,                0.43053,                0.29893,                0.91865,                0.93921,                0.89394,                0.93927,                0.80979,                0.72716,                0.41982,                 1.0404,             0.00031127,             0.00031127,             0.00031127
                    274,                0.43031,                0.29586,                0.91367,                0.94471,                0.89449,                0.93889,                0.80961,                0.72723,                0.41888,                 1.0406,             0.00029655,             0.00029655,             0.00029655
                    275,                0.42412,                0.28912,                0.90751,                0.94606,                0.89186,                0.93842,                0.80856,                0.72499,                0.42238,                 1.0377,             0.00028235,             0.00028235,             0.00028235
                    276,                0.43617,                0.29987,                0.91184,                0.94556,                 0.8916,                 0.9381,                0.80529,                 0.7212,                0.42446,                 1.0331,             0.00026867,             0.00026867,             0.00026867
                    277,                0.42154,                0.28385,                0.91124,                0.94084,                0.89336,                0.93698,                0.80408,                0.72026,                0.42311,                 1.0311,             0.00025551,             0.00025551,             0.00025551
                    278,                0.42885,                0.29364,                0.90734,                  0.942,                0.89248,                0.93662,                0.80563,                0.72009,                0.42314,                 1.0305,             0.00024289,             0.00024289,             0.00024289
                    279,                0.43581,                0.29056,                0.91141,                0.94058,                0.89217,                 0.9359,                0.80536,                0.72017,                0.42558,                 1.0315,             0.00023078,             0.00023078,             0.00023078
                    280,                 0.4296,                0.29179,                0.90976,                0.94044,                0.89044,                0.93579,                0.80486,                0.72175,                0.42526,                 1.0335,             0.00021921,             0.00021921,             0.00021921
                    281,                0.42719,                0.28994,                0.91115,                 0.9402,                0.89034,                 0.9357,                0.80596,                0.72287,                0.42901,                 1.0346,             0.00020817,             0.00020817,             0.00020817
                    282,                0.42782,                0.28723,                0.91325,                0.94076,                0.88977,                0.93594,                0.80543,                0.72278,                0.42659,                 1.0339,             0.00019766,             0.00019766,             0.00019766
                    283,                0.42391,                0.29337,                0.91416,                 0.9397,                0.88698,                  0.936,                0.80548,                0.72266,                0.42401,                 1.0347,             0.00018768,             0.00018768,             0.00018768
                    284,                0.41668,                0.28544,                0.90717,                0.93957,                0.88693,                0.93617,                0.80632,                0.72093,                0.42234,                  1.032,             0.00017823,             0.00017823,             0.00017823
                    285,                0.43649,                0.29538,                0.91545,                0.93828,                0.88842,                0.93553,                0.80518,                0.72072,                0.42237,                 1.0313,             0.00016932,             0.00016932,             0.00016932
                    286,                0.42915,                0.29223,                0.91843,                0.93824,                0.88929,                0.93551,                0.80528,                0.72085,                  0.423,                 1.0315,             0.00016094,             0.00016094,             0.00016094
                    287,                0.42508,                0.29339,                0.91366,                0.93833,                0.88926,                0.93607,                0.80565,                0.72166,                0.42558,                 1.0316,              0.0001531,              0.0001531,              0.0001531
                    288,                0.42163,                0.28482,                0.91155,                0.93873,                0.88686,                0.93624,                0.80692,                0.72306,                0.42596,                 1.0326,              0.0001458,              0.0001458,              0.0001458
                    289,                0.42572,                 0.2853,                0.91453,                0.94212,                0.88504,                0.93639,                0.80623,                0.72352,                0.42558,                 1.0328,             0.00013903,             0.00013903,             0.00013903
                    290,                0.42803,                0.29181,                0.91112,                0.94333,                0.88584,                0.93671,                0.80633,                0.72563,                 0.4263,                 1.0336,              0.0001328,              0.0001328,              0.0001328
                    291,                0.30004,                0.19681,                0.80472,                0.94384,                0.88948,                0.93609,                0.80554,                0.72342,                0.42567,                 1.0358,             0.00012712,             0.00012712,             0.00012712
                    292,                0.29183,                0.18313,                0.80537,                0.94154,                0.89194,                0.93561,                0.80286,                0.71335,                0.42344,                 1.0298,             0.00012197,             0.00012197,             0.00012197
                    293,                0.28825,                0.17813,                0.80151,                0.94529,                0.88726,                0.93381,                0.80081,                0.71003,                0.42468,                 1.0274,             0.00011736,             0.00011736,             0.00011736
                    294,                0.28456,                0.17636,                0.80054,                0.94738,                0.88562,                0.93409,                0.79901,                0.70898,                0.42801,                 1.0271,             0.00011329,             0.00011329,             0.00011329
                    295,                0.28235,                 0.1741,                0.80101,                0.94084,                0.88445,                0.93449,                0.79828,                0.70917,                0.42985,                 1.0266,             0.00010977,             0.00010977,             0.00010977
                    296,                0.28394,                0.17371,                0.79788,                0.93841,                0.88741,                0.93511,                0.79901,                0.71121,                0.42882,                 1.0279,             0.00010678,             0.00010678,             0.00010678
                    297,                0.28356,                0.17317,                 0.8038,                0.93108,                0.89094,                0.93449,                0.79906,                0.71239,                0.42805,                 1.0291,             0.00010434,             0.00010434,             0.00010434
                    298,                0.27768,                0.17151,                 0.7975,                0.93089,                0.89101,                 0.9346,                0.79823,                0.71254,                0.42721,                 1.0293,             0.00010244,             0.00010244,             0.00010244
                    299,                0.27986,                0.17157,                0.80307,                0.94073,                0.88406,                0.93416,                0.79878,                0.71307,                0.42789,                 1.0306,             0.00010109,             0.00010109,             0.00010109
                    300,                0.27654,                0.17096,                0.80104,                0.94231,                 0.8837,                0.93418,                0.79922,                0.71451,                0.42552,                 1.0328,             0.00010027,             0.00010027,             0.00010027
